Dąbrowa Górnicza Południowa;50.3112;19.2873;śląskie
Dąbrowa Górnicza Strzemieszyce;50.3109;19.2681;śląskie
Dąbrowa Górnicza Ząbkowice;50.3665;19.2646;śląskie
Dąbrowa Górnicza;50.3298;19.1863;śląskie
Dąbrowa Międzylesie;52.8085;17.4867;wielkopolskie
Dąbrowa Namysłowska;50.9631;17.7977;opolskie
Dąbrowa Niemodlińska;50.6923;17.7522;opolskie
Dąbrowa Tarnowska;50.1698;20.9758;małopolskie
Dąbrowica Małopolska;50.4865;21.6229;podkarpackie
Dąbrowice Skierniewickie;51.9333;20.1031;łódzkie
Dąbrowy;53.5173;18.4895;kujawsko-pomorskie
Dąbrówka Polska;54.227811596652;21.976733207703;warmińsko-mazurskie
Dąbrówka Wielkopolska;52.275221493479;15.803275108337;lubuskie
Dąbrówka Zbąska;52.229;15.7963;lubuskie
Dąbrówki Breńskie;50.2428;20.9471;małopolskie
Delastowice;50.293643854767;21.014270782471;małopolskie
Deszczno;52.6712;15.3073;lubuskie
Dęba Opoczyńska;51.482;20.2582;łódzkie
Dęba Rozalin;50.429;21.7432;podkarpackie
Dębica Towarowa;50.0666;21.439;podkarpackie
Dębica Wschodnia;50.062318395114;21.449003219604;podkarpackie
Dębica;50.0542;21.4052;podkarpackie
Dęblin;51.5775;21.8354;lubelskie
Dębnica Kaszubska;54.3675;17.1648;pomorskie
Dębnica Wielkopolska;52.5856;17.4865;wielkopolskie
Dębno;52.7373;14.7095;zachodniopomorskie
Dębowa Góra;50.9103;15.7217;dolnośląskie
Dębowy Gaj;51.0793;15.6437;dolnośląskie
Dębska Kuźnia;50.6643;18.1126;opolskie
Dębsko;52.1326;16.3012;wielkopolskie
Dęby Szlacheckie;52.294596086155;18.592171669006;wielkopolskie
Długołęka;51.1783;17.1944;dolnośląskie
Długomiłowice;50.290161818702;18.152461051941;opolskie
Długopole Zdrój;50.2389;16.6372;dolnośląskie
Dłutowo;53.46679574269;21.878414154053;warmińsko-mazurskie
Dłużnica;50.3564;17.3654;opolskie
Dobczyn;52.3791;21.3139;mazowieckie
Dobiegniew;52.9682;15.7474;lubuskie
Dobieszewo Słupskie;54.3658;17.2423;pomorskie
Doboszowice;50.5073;16.9426;dolnośląskie
Dobra Nowogardzkie Północ;53.5877;15.2927;zachodniopomorskie
Dobra Szczecińska;53.4844;14.382;zachodniopomorskie
Dobre Kujawskie;52.68299072964;18.576722145081;kujawsko-pomorskie
Dobre nad Kwisą;51.530265878517;15.371675491333;lubuskie
Dobrodzień;50.7221;18.4445;opolskie
Dobroń;51.63;19.2427;łódzkie
Dobrosławice;51.426668013894;16.976408958435;dolnośląskie
Dobroszyce;51.2703;17.3635;dolnośląskie
Dobrowoda;52.5613;23.3909;podlaskie
Dobry Pomorski;54.128272996491;19.94357585907;warmińsko-mazurskie
Dobrynka;51.9987;23.4421;lubelskie
Dobrzenice Południowe;50.699175936744;16.916198730469;dolnośląskie
Dobrzenice Północne;50.720509137762;16.9167137146;dolnośląskie
Dobrzeń Wielki;50.7717;17.8595;opolskie
Dobużek;50.567756423473;23.746433258057;lubelskie
Dolice;53.1985;15.2111;zachodniopomorskie
Dolnik;53.256048410796;16.93078994751;wielkopolskie
Dołuje;53.43617938702;14.413976669312;zachodniopomorskie
Domachowo;51.817754835663;17.047090530396;wielkopolskie
Domanin;51.3447;17.9952;wielkopolskie
Domaniów;50.8961;17.1341;dolnośląskie
Domanów Jaworski;50.871736442771;16.061453819275;dolnośląskie
Domasław;51.0094;16.9524;dolnośląskie
Domaszków;50.2134;16.6548;dolnośląskie
Domaszowice;51.0484;17.8842;opolskie
Dorohusk;51.171836438285;23.783383369446;lubelskie
Dorota;50.2815;19.2792;śląskie
Drawski Młyn;52.8599;16.0943;wielkopolskie
Drawsko Pomorskie;53.52331915307;15.82507610321;zachodniopomorskie
Drezdenko;52.8318;15.8382;lubuskie
Drogosze;54.2175;21.2162;warmińsko-mazurskie
Drygulec;50.875473622024;21.579079627991;świętokrzyskie
Drzeńsko (p.odg.;52.364;14.7756;lubuskie
Drzewce;52.2693;15.1617;lubuskie
Drzewica;51.437;20.4656;łódzkie
Drzymałowo;52.1576;16.2977;wielkopolskie
Dubeninki;54.287675324266;22.549116611481;warmińsko-mazurskie
Dubidze;51.118;19.1278;łódzkie
Dulowa;50.1404;19.5205;małopolskie
Duninowo;54.5375;16.8284;pomorskie
